URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.ee/ValueSet/rhk10,11.0.0,active,"1.3.6.1.4.1.28284.6.2.1.13.11,1.3.6.1.4.1.28284.6.2.1.13",RHK10,RHK-10,"Rahvusvaheline haiguste klassifikatsioon on rahvusvaheline diagnooside, kaebuste ja seisundite standard, mille alusel kogutakse ja tehakse haigestumise ja surma põhjuste statistikat ning analüüsitakse terviseseisundeid ja trende nii rahvusvahelisel kui ka riiklikul tasandil. RHK jaotistes on igal haigusel, häirel, vigastusel või seisundil oma unikaalne kood, mis koosneb tähest ja kahest numbrist, paljudel juhtudel saab lisada veel täpsustuse. RHK-10 täpsem kirjeldus on leitav [teabekeskusest](https://teabekeskus.tehik.ee/et/terminoloogiastandardid/rhk).","StructureDefinition/ee-vjl-primary-cancer-diagnosis","Other"
